Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Dominican Republic,DOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,71600000,65000000,43500000,34500000,53600000,63900000,60000000,71500000,63600000,17100000,92700000,79700000,-1400000,48200000,68500000,36200000,50000000,89000000,106100000,110000000,132800000,145000000,179700000,189300000,206800000,414300000,96500000,420600000,699800000,1337800000,952900000,1079100000,916800000,612990000,909040000,1118400000,1528700000,2252900000,2728400000,1695300000,2094300000,2195800000,3857100000,
Algeria,DZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,80120000,600000,41490000,51000000,358000000,119000000,187000000,178452646.8,135152172.3,25692486.04,348669038.1,13207259.36,-53569192.64,417641.1628,802668.8741,397788.2971,5316528.378,3711537.9,13018265.02,12091646.8,334914.5642,11638686.45,30000000,,,,270000000,260000000,606600000,291600000,280100000,1107900000,1065000000,633700000,881900000,1156000000,1841000000,1834000000,2675000000,3053000000,2331000000,2720524258,1601573993,
Ecuador,ECU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,-19900000,34500000,48600000,63400000,70000000,60000000,40000000,50000000,50000000,62000000,81000000,123000000,155000000,160000000,126000000,160000000,178000000,473720000,576330000,452480000,499680000,723950000,869980000,648410000,-23439367.91,538568575.2,783261009.6,871513414,836939593.9,493413835.5,271428852.5,194158526.9,1006330020,321451890.1,166664320.4,640527358.7,591323300.9,
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,104777603.4,318166137.2,1216285716,548285715.1,752571429.6,293571429,490000000.7,729142857.6,1177571429,1217428571,947714285.7,1190000000,1250181818,734000000,253000000,459000000,493000000,1256000000,598000000,636000000,890550000,1076000000,1065300000,1235000000,509900000,646900000,237400000,1253300000,5375600000,10042800000,11578100000,9494600000,6711600000,6385600000,-482700000,2797700000,
Eritrea,ERI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36701848.96,41097917.23,148518255.4,83222078.14,27875536.94,12131626.5,22766165.86,24999786.56,24103664.84,1431553.832,15375609.76,7206504.065,39000000,91000000,91000000,39000000,73666666.67,
Spain,ESP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,222000000,202000000,268000000,390000000,358000000,682635310.6,477622019.9,607674770,1178156262,1396810449,1492697190,1706766879,1782685066,1622388936,1771829760,1967804468,3450598177,4570700793,7020568174,8428379549,13983611812,12492782829,13275723087,9681480382,9215766127,8085535585,9623214732,8937220784,14282263312,18523395458,38835164708,28163625949,39993217336,25606884148,24791557810,30531058335,41428626096,83392538534,77884454330,19427271414,45382074663,32206041140,36161252563,
Estonia,EST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82271988.64,162224912.5,214426829.5,201489377.9,150222440.2,266223909.4,580524122.7,305183394.2,387310291.6,542494433,284522767,918990576.6,965817445.2,3127298002,2212181185,3429043145,1873250285,1866721130,2051885321,521041551.4,1648454626,
Ethiopia,ETH,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,5845410.631,,,,,,,,,,,,,,,170000,3500000,17210000,14140000,21930000,288490000,260670000,69980000,134640000,349400000,255000000,465000000,545100000,265111675.5,545257102.2,222000573,108537544,221459581.4,288271568.3,626509560.4,278562822.2,
Finland,FIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,18000000,25000000,37000000,13000000,35000000,68270104.62,57984170.91,48060229.2,33797154.83,27528009.75,27949721.28,99646702.73,910574.1328,84470656.84,136184676.1,112511585.5,347666909.4,264727838.1,531741374.9,490175830.8,812172838.2,-232904201.9,396369713.7,863526070.9,1495765796,1044126141,1118243130,2128500261,12028620490,4649170221,9125450413,3739441307,8275937527,3472352073,2870776242,10875828408,4631613348,21985038297,19403251043,-8826571048,12226450062,-6008146394,4332194198,
Fiji,FJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,10170587.69,36334087.82,36249750.06,36827764.64,31946263.97,23314315.29,21672150.93,8032725.264,16159396.5,31602682.5,8764044.944,91903054.99,5150595.622,103593446.2,91193591.8,67548877.32,69542545.63,2422860.4,15585225.21,107005343.6,-33204290.16,591375.1146,41301661.85,30674592.44,40313853.13,250618684.7,159640030.9,370246506.3,377066313.5,350160096.3,140152995.6,356726878,416719478.1,267146323,
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,621212781.7,525655900.1,656666980.5,1125479247,1846644388,1563849883,977422843.6,1896159372,2471468400,2588309413,3282773278,2469631625,1585298782,1725670869,2397989219,2595492780,3255870956,5139716802,8489906284,10303924629,13183285335,15152742090,21839501253,20754044036,15797125295,23736300874,21971888803,23047924755,29518429032,45986859387,42379454824,50342933496,49568692711,43061946522,32828926514,88784437774,88653513862,93071273731,64105775508,26875154006,39035922876,40832023979,28121826114,
Faeroe Islands,FRO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70790000,0,-220000,-890000,,-230000,,,,40000,590000,16690000,-5300000,600000,10049259.26,800000,800000,
Gabon,GAB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,56546282.41,55048465.05,31522217.03,54575942.02,131738211.4,111844131.9,8124375.431,15091384.25,110249347.8,89806044.84,132550733.9,-30532121,73457901.59,-54589233.79,126940086.2,-113715590.7,-99602904,-314523680.4,-489085742.1,-311296101.2,146627239.3,-156621952.2,-42626420.42,-89090817.7,38966226.2,157986838.3,319505685.2,326161877.9,267805315.6,269324270.3,773000000,573000000,499000000,696000000,702406408.3,
United Kingdom,GBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,1487998812,1771224349,1207963191,2722732320,4373743380,3318535790,3006207709,4426545754,3787370849,6469481160,10122844316,5879375698,5413259759,5178781726,-347322544.8,5476472897,8569621722,15921475125,22567507454,31650103696,33503670308,16451468252,16558927717,16518190746,10725097717,21731466933,27390452985,37505198184,74651622351,89337010345,1.22E+11,53842147221,25531788976,27612199941,57333717392,2.54E+11,2.15E+11,2.41E+11,2.62E+11,4059411048,61325946152,36243797828,56135851251,
Georgia,GEO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242500000,265300000,82300000,131231878.3,109839835.5,160211960.5,334649090.8,492329440,453107292,1170292393,1877615756,1591300325,652921300.1,869115691.2,1084349576,831254884.5,
Ghana,GHA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,70869955,-18260970,19217479.38,9696236.565,-2800000,15600000,16263752,16300000,2400000,2000000,5600000,4300000,4700000,5000000,15000000,14800000,20000000,22500000,125000000,233000000,106500000,120000000,81800000,167400000,243700000,165900000,89320000,58930000,136751000,139270000,144970000,636010000,1383177930,2714916344,2372540000,2527350000,3222240000,3294520000,
Guinea,GIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,8400000,12850000,15680000,12330000,17860000,38770000,19690000,2720000,210000,769000,23774000,17301000,17810000,63452427,9942000,1677000,30000000,78966000,97900000,105000000,125000000,385900000,381880000,140850000,101350000,956040000,605400000,
"Gambia, The",GMB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,2003062.251,11682437.06,280000,2280797.212,270000,-400000,-1700000,-500000,-1990000,1477026.691,1170485.974,14785696.26,14120000,9197230.379,6329113.924,11065335.21,9722679.115,7727641.744,10664064.19,11666476.04,,,,,,18272720.34,55526254.83,53650280.02,82208102.59,78099786.49,78614989.73,39447343.71,37366207.68,36178721.37,33524673.52,
Guinea-Bissau,GNB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,-130000,,40000,,230000,,,,,2290000,1440000,820000,120000,680000,470000,2020000,2090000,5830000,3300000,430000,40000,1030000,11479108.88,4407138.208,730876.6134,702270.8631,395613.5963,3561035.879,4005503.687,1726341.519,8692468.09,17887123.56,18768252.52,6627881.123,-1346926.017,1469884.465,25024053.44,16226635.91,
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,-20000,,,-180000,450000,520000,2170000,2440000,5630000,1680000,500000,890258.9696,11073778.66,41324758.93,6018320.158,22301675.64,16995533.49,126924170.7,376180404.2,53451528.18,274768116.7,154296173.9,154499589.9,940741215.7,323391507.5,689779766,340914468.5,769146185.2,469506014.6,1242731087,-793872332.8,1636219625,2734000000,1975000000,2115073208,
Greece,GRC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,50000000,42000000,55000000,62000000,67000000,24000000,305000000,387000000,428000000,613000000,672000000,520000000,436000000,439000000,485000000,447000000,471000000,683000000,907000000,752000000,1005000000,1135000000,1144000000,977000000,981000000,1053000000,1058000000,984000000,,567300000,1083400000,1585000000,53061484.4,1331693343,2104990942,689960219.9,5409239581,1957669989,5733408744,2762586782,533530144.3,1091980638,1663327173,
Grenada,GRD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,-100000,1400000,,,,1900000,2500000,2800000,4111111.111,4481481.481,14722222.22,14981481.48,10481481.48,12874074.07,15274074.07,22581481.48,20248148.15,19311111.11,19977777.78,16962962.96,33500000,48685185.19,41551851.85,37407407.41,58748148.15,54488888.89,89166666.67,65014333.33,70157129.63,89787148.15,156554796.7,134832583.3,102556363,60420861.11,42648183.7,30231435.56,
Greenland,GRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,97500000,127200000,117000000,110700000,127100000,77100000,45000000,38000000,61800000,68800000,150200000,329900000,76200000,47700000,90700000,94100000,142500000,65200000,75200000,76900000,84400000,672800000,154600000,229900000,455528171.1,110616944.8,131009111.2,296000000,540000000,635300000,859200000,751100000,696400000,920800000,1139660000,1150030000,
Guam,GUM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,-1764705.883,4020000,588235.2943,588235.2943,-1777777.778,4433333.335,4733333.335,4489019.519,1810974.269,-9000000,4350000,2100000,-2060000,7900000,12340000,146610000,69540000,106690000,74420000,59000000,52000000,44000000,46000000,67100000,56000000,43600000,26100000,30000000,76800000,102400000,152400000,178000000,164000000,198000000,246800000,276124000,
"Hong Kong SAR, China",HKG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14765019797,24577828058,61923897912,23776210099,9681963629,13624438415,34031595119,40963127271,44901793969,62121011424,67035187588,54275707074,82709142976,96135081265,74583716338,
Honduras,HND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,-1150000,7000000,5250000,8900000,13150000,28200000,5800000,-3600000,13800000,21000000,20450000,27500000,30000000,38650000,48300000,51000000,43500000,52100000,47600000,26700000,34800000,50000000,90900000,121500000,99000000,237300000,381659148.5,304242923.3,275167835.1,402779515.8,546864270.8,601059572.2,717591908.2,966926354.3,1200798087,494497450.5,484836872.6,1042571021,1067550208,
Croatia,HRV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000,144186480.2,114440874.4,108053139.7,492528182.7,541135803.7,940830562.2,1452386278,1109936498,1582412026,1099965085,2048805989,1078564922,1777125381,3457449310,5016273704,6057136495,3400957649,786842085.7,1288033171,1395251519,
Haiti,HTI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3400000.001,4059985.039,6979999.995,7939993.416,2640000.001,7780000.002,8000000.002,10000000,12000000,13000000,8340000.002,7080000.001,8420000.002,4460000,4920000,4820000,4680000,10100000,9360000,8000000,-1800000,-2200000,-2800000,-2800000,7400000,4100000,4000000,10760000,30000000,13250000,4400000,5700000,13800000,5900000,26000000,160600000,74500000,29800000,37950000,150000000,181000000,178750000,
Hungary,HUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553808992,1462141210,1479165394,2349715111,1144083870,4804151332,3288936449,4154801371,3343000955,3307673094,2770479254,3943892055,3012851828,2177247085,4281793079,8505362817,18678720025,70631297039,74992033048,-2966084691,-20933509306,9341606977,9355700643,
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,133000000,225000000,292000000,222000000,310000000,258000000,385000000,576000000,682000000,1093000000,1482000000,1777000000,2004000000,2109000000,4346000000,6194000000,4677000000,-240800000,-1865620963,-4550355286,-2977391857,145085548.7,-596923827.8,1896082770,8336257208,4914201435,6928480000,9318453650,4877369178,13770580771,19241252762,19618049398,
Isle of Man,IMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,-10326246.71,-7706430.543,-36060000,18090000,48570000,79160000,91920000,72080000,5640000,19240000,106090000,117730000,212320000,91250000,252100000,236690000,73537638.39,276512439,550370024.9,973271468.7,2143628110,2426057022,3577330042,2634651658,2168591054,3584217307,5471947158,5626039508,4322747673,5771297153,7269407226,20029119267,25227740887,43406277076,35581372930,27396885034,36498654598,23995685014,
Ireland,IRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,51197358.98,158171435.3,172683382.1,136235504.5,375260365.2,336679749.9,286450946.2,203451746.2,242010501.3,169650141.8,121362286.6,163662555.5,-40395180.71,89240462.65,91534742.93,85091294.29,627433373.7,1356768990,1441705345,1121164197,838327712.8,1446529264,2617948456,2742865099,11034674875,18322769074,25501012792,9572506272,29477434763,22410807389,-10994234313,47028464779,22080936155,59941052660,23258563614,53935264225,37763638573,23664918435,40961642315,
"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,28000000,65200000,91200000,561500000,323500000,494400000,-101590000,345690000,909060000,164350000,80910000,28220000,-136090000,-78520000,42690000,-38150000,-112440000,-307630000,60540000,-19420000,-361950000,22590000,8500000,207550000,2000000,17000000,26000000,53000000,24000000,35000000,39000000,1084475000,3657067000,2697865000,2863388000,3135585000,1646568000,2005100000,1909200000,3047600000,3647500000,4150000000,4869881000,
Iraq,IRQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,-910000,-180000,-90000,-6550000,-8830000,-44920000,1350000,4390000,300000,1610000,1530000,4120000,2420000,1470000,-4710000,390000,1950000,13210000,240000,2670000,420000,-3000000,7780000,810000,-30000,2400000,-3899260.352,1120000,7110000,-6900000,-3140000,-6450000,-1590000,-20000,300000000,515300000,383000000,971800000,1855700000,1598300000,1396200000,2082000000,3400000000,
Iceland,ISL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,4500000,4200000,8100000,3100000,22300000,53000000,35800000,-23400000,13700000,23600000,8500000,2400000,-14800000,-27400000,22144863.13,18463875.81,-13030958.52,211107.9927,-1372728.117,-9311845.697,83362474.78,147815825.6,149750279.5,65401658.69,155328079.5,166241844.6,92576412.8,336121097.3,757018054.3,3123973353,3886145899,6879140817,1207530551,63582867.85,257533492.1,1107002633,1085991962,
Israel,ISR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,49000000,57000000,114000000,149000000,84000000,45000000,47000000,81000000,39000000,11000000,51000000,114400000,21300000,78500000,89500000,112300000,143400000,224100000,267200000,160400000,151000000,345600000,588500000,604900000,441600000,1350300000,1397100000,1633800000,1737400000,4150000000,8047500000,1771300000,1582500000,3322000000,2946900000,4818400000,15295500000,8798100000,10874100000,4438100000,5509600000,10765100000,9481000000,
Italy,ITA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,624159999.4,550015983.5,673865753.9,663950782.3,596491074.3,645316389.7,108674086.9,1128215749,476019037.3,415444863.9,576575201.6,1127027127,617175560.4,1189582075,1320641872,1071697219,-171754750.6,4174570241,6801431954,2165726941,6410685449,2400685993,3104520914,3748776013,2199180295,4841781426,3545881094,3699857612,2634605954,6942860357,13176403311,14873909553,14699160477,16537792207,16791130465,19636818499,39007009354,40042891550,-24909662511,40354950569,-5289143799,28002522666,6686399841,
Jamaica,JAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,-600000,-9700000,-26600000,-26400000,27700000,-11500000,-15800000,-18700000,12200000,-9000000,-4600000,53400000,-12000000,57100000,137900000,133200000,142400000,77900000,129700000,147400000,183700000,203300000,369100000,523700000,468300000,613900000,481100000,720700000,601602643,637901995.9,842342788.3,811902426.3,1376602630,485164640.1,185775630.6,172757165.4,228778071.8,
Jordan,JOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,559999.382,2130438.418,6830353.699,25641693.89,-7530498.542,11230237.21,56431307.45,26371066.47,33830643.46,140813771.7,59432045.57,34864661.93,77487832.89,24948927.46,22754208.38,39498588.02,23731746.2,-1349805.313,37646775.31,-11887398.04,40722566.98,-33548530.15,2854731.793,13308089.21,15514809.59,360930888.6,310014104.4,157968970.4,913258110,273628171.3,238222874.7,546967559.9,936812411.8,1984485190,3544005642,2622144779,2826744496,2413098592,1650845070,1473521127,1497323944,
Japan,JPN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,20000000,10000000,240000000,280000000,190000000,440000000,410000000,-10000000,637715764.1,226234806.6,1161210977,-481740894.9,-1038079730,1777361196,1285720115,2759977744,118698479.5,911689479.4,39332003.28,207641498.4,3200076742,3268105339,12308393448,8227199674,6190971015,9087241612,6238249550,7806977011,4324336401,-4623231302,22912932619,29360700839,15481464098,1082389234,79081204.73,2525407957,
Kazakhstan,KAZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,1271400000,659700000,964200000,1137000000,1321400000,1151400000,1587000000,1282524399,2834998600,2590217570,2092028800,4157208487,2546065710,7611168450,11972842989,16818890680,14275888207,7456117901,14286661399,15117332064,
Kenya,KEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,13800000,7400000,6300000,17260000,23420000,17158747.47,46371850.86,56545225.67,34414129.64,84009903.28,78973745.62,14147557.18,13000894.96,23738842.68,10753527.42,28845949.04,32725776.79,39381344.2,394430.6394,62189917.27,57081096.18,18830976.84,6363133.145,145655517.1,7432412.602,42289248.46,108672931.6,62096809.78,26548245.97,51953455.95,110904550.4,5302622.939,27618447.06,81738242.64,46063931.45,21211685.4,50674725.18,729044146,95585680.23,116257609,178064606.8,335249880.3,258607630.3,
Kyrgyz Republic,KGZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,38178000,96090000,47238000,83820000,109228485,44412800,-2360124.961,5006732.877,4661963.545,45544627.8,175458810.1,42565248.3,182022902.5,207919477.6,376992152.1,189377400,437586100,693528000,372186100,
Cambodia,KHM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000000,54124000,68900000,150800000,293600000,203700000,242822982.4,232238729.5,148503547.8,149397477,145106363.9,83980650.56,131416229.3,379180190.6,483209382.7,867288538.6,815180218,539113439.6,782596734.9,901668591.4,1557134885,
Kiribati,KIR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,-900888.7274,,219289.8223,106285.2578,219160.0499,257049.6585,180294.6394,299752.548,427651.4161,406859.8231,-769774.7797,431365.1183,387685.967,538400.1377,512104.9741,439745.4502,451627.4719,721810.2654,-273476.291,249788.108,670758.9937,1953667.954,2606016.175,568434.3396,1153047.102,2664286.014,3173619.159,-6602467.757,-1792836.086,-1679659.94,
St. Kitts and Nevis,KNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,1000000,900000,2200000,13500000,6000000,8000000,9203703.704,16648148.15,13133333.33,40800000,48785185.19,21448148.15,12529629.63,13759259.26,15348148.15,20470370.37,35174074.07,19670370.37,31925925.93,57737037.04,96214814.81,88230740.74,79771688.89,75612162.96,55771474.07,92994488.89,110415630.4,134484438.1,177906026.7,130750839.3,116268480,109632707,100443035.6,
"Korea, Rep.",KOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,81000000,94000000,89000000,35000000,6000000,102000000,69000000,68500000,110200000,233500000,459600000,616300000,1014100000,1117800000,788500000,1179800000,728300000,588100000,809000000,1775800000,2325400000,2844200000,5412300000,9333400000,9283400000,3527700000,2392300000,3525500000,9246200000,6308500000,3586400000,1784400000,3310700000,2249000000,1094100000,4836500000,4999000000,
Kosovo,KSV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53289638.61,133823510.2,369808407.4,603224093.1,536790831.6,408068782.8,486596952.5,546217228.9,293195749.6,
Kuwait,KWT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,25990000,10000,10000,300000,120000,250000,-510000,1330000,760000,1280000,830000,1210000,-90000,40000,-6030000,7250000,-14530000,-6320000,16320000,3660000,5600000,800000,35300000,13252115.53,10000,6701341.174,347351454.6,19779208.98,59063714.13,72269842.45,16299834.37,-111516284.5,3619441.977,-67111499.34,23752969.12,233904109.6,121305596.3,111535690.2,-5951752.859,1113588047,456346636.1,854879601.3,1850943364,
Lao PDR,LAO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,-1620000,,,2000000,4000000,6000000,6900000,7800000,29900000,59200000,95100000,159800000,86300000,45300000,51608266.56,33890000,23904284.13,4451297.031,19484000.8,16917263,27720000,187310641,323520000,227770000,318598209.1,278805903.1,300743507.1,294375016,
