Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Lebanon,LBN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335970000,2860020313,1898780570,2623502612,2674534372,3375980758,4333045470,4803602660,4279880835,3490150694,3677982962,
Liberia,LBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,57140000,-33960000,20650000,74840000,57710000,180410000,83170000,170450000,144690000,41210000,71920000,287950000,34799990.4,49099986.45,36199989.99,-16199995.51,-16499995.43,38499989.34,290150000,656040000,225240000,8410000,-10850000,-53620000,17380000,4600000,-132130000,213820000,190310000,256260000,20800000,8300000,2800000,372220000,75351731.65,82802111.44,107856671.5,131637661.6,283536077.4,127803424.5,452342327.6,1312748380,1354100000,
Libya,LBY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,-451273599.7,-702581652.2,-587736574.4,-1089340260,-744126662.8,-391821735.9,-326630705.6,-16888867.89,119235407.2,-176920553.7,-97633681.29,97982197.05,125166197.3,158911104.6,91903803.11,99093118.92,58152864.2,-72624307.46,-88486065.39,-111721670.8,-67915602.73,-127894074.6,-128069471.5,141000000,-133000000,145000000,143000000,357000000,1038000000,2064000000,4689000000,4111300000,1371000000,1784000000,,,
St. Lucia,LCA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,2998465.391,13000000,20600000,26000000,30900000,38200000,26500000,10000000,12000000,17000000,14518518.52,15000000,16444444.44,26629629.63,44785185.19,57744444.44,40940740.74,34162962.96,32522222.22,32751851.85,18414814.81,47825925.93,83396296.3,83151851.85,53748148.15,58807407.41,51935414.81,106425925.9,76520285.19,78233429.63,233934733.3,271891074.1,161210706.2,146397591.1,121296972.6,112403599.3,109421100.7,
Liechtenstein,LIE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,-300000,300000,300000,500000,1400000,142711.034,1000,-1218567.211,1474392.373,46911742.09,43010507.24,49264554.42,63567608.83,37778897.5,32612391.05,26162080.16,29723119.86,59504201.9,45722528.6,19741313.06,43355119.72,48349173.73,122625843.1,194479070.2,166412940.1,55995587.57,119874349.7,430056151.8,193424023.1,176410171.3,172941409.8,171790000,196500000,228720000,232800000,272400000,479700000,603000000,752200000,404000000,477559000,955920000,897893568.8,
Lesotho,LSO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,440000,20000,200000,4493898.803,4786170.248,3039189.427,4802082.399,2311429.545,0,2061133.757,5673029.987,21028261.68,13370284.18,17080426.42,7467681.956,2667301.851,14977904.57,18735210.49,275342824.2,287495126.7,268141389.1,264796034.6,163340657.2,32358552.66,29653665.4,28349958.85,43889006.03,55603320.3,70314549.48,58233609.67,104340388.9,194031167.1,177514498.8,177667803.4,200254568.3,197761575,
Lithuania,LTU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30175186.84,31304837.64,72557500,152400000,354502500,925525000,486457500,378875000,445825000,712451702.6,179179527,773153992.8,1189024632,2052080644,2325256661,1908404219,19120717.92,862838334.9,1443081752,574048471.4,
Luxembourg,LUX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4058444309,2913545078,5192179943,6563696961,31785376740,-28259959104,16853281906,19945756008,34753156279,22165835112,27877718452,
Latvia,LVA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29405300,45123000,214453000,179618000,381694000,521053000,356900000,347600000,412500000,132000000,253600000,303500000,636900000,811800000,1702400000,2713500000,1434900000,-44000000,433000000,1502300000,1076300000,
"Macao SAR, China",MAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,20000,320000,120000,,,1220000,,,320000,,,260000,8150000,,-380000,50000,-90000,350000,-600000,480000,10720000,-19500000,-3600000,3480000,2190000,5940000,2310000,-17890000,9420000,-790000,160004979.1,414579901.5,516689364.4,767702400.8,1771723327,2789287751,5306684323,3982658633,-406992069.8,3629274389,1950829378,4261273550,
St. Martin (French part),MAF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,20000000,23100000,13000000,5490000,-20400000,5020000,38014962.74,7994056.273,11759988.24,7437548.637,89416222.59,58581335.99,79528177.1,46123623.5,46989196.56,19975166.86,549182.4961,59574900.78,84661627.57,167056032.1,165122977.8,317462140.6,422470462.5,491466064.6,550924373.9,92386207.52,76412286.35,3568764.494,11869540.22,2651865.405,220739724.5,143838237.3,79160963.95,2312682907,787053819,1670609689,2460787164,2825801376,2466288357,1970323920,1240626688,2521364645,2841955517,
Monaco,MCO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000,14000000,11568000,25910000,23740000,78740000,75500000,37890000,127540000,54540000,84050000,73750000,87690000,190700000,258680000,536020000,726610000,135150000,201500000,276420000,184940000,
Madagascar,MDG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,10000000,1080000,12000000,11000000,13709798.87,4572770.629,1381044.467,-2767842.152,-3678181.295,-6581395.805,-790000,-800000,-90000,3710000,8570000,-180000,14040000,3470000,2910000,12816215.16,22387360.46,13681239.65,21132352.15,15357022.02,5728097.918,9710167.974,10161891.8,14005421.13,16635429.8,58385285.91,82952580.71,93059224,14661798.07,12874087,52910748,85444105,294512763.6,773295915.2,1169359714,1066058460,808153305.1,809780248.3,894664004.6,
Maldives,MDV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,-200000,70000,1970000,180000,1200000,970000,800000,-130000,-30000,-2880000,240000,-140000,1210000,5400000,5100000,1200000,4400000,5600000,6500000,6600000,6900000,8742866.201,7230710.762,9315251.95,11408883.4,11517966.62,12322250,22312447.82,20541053.26,24718599.77,31774435.57,52933701.73,52991121.06,63826812.89,132432080.8,181255431.8,157963586.8,216468945.7,256462915,283976829.8,
Mexico,MEX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,312107000,307000000,178385000,457000000,508756000,458411000,731451000,327102000,658163000,1332000000,2090000000,3078000000,1901000000,2192000000,1542000000,1984000000,2036000000,1184000000,2011000000,2785000000,2549000000,4742000000,4393000000,4389000000,10972500000,9526290000,9185600000,12829800000,12756764558,13880522690,18110008381,29860771631,23932305855,18554099227,24820542066,24450693810,20245294650,31552084170,27728617800,16604661210,22562690700,23553049050,15453342870,
Marshall Islands,MHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,1000000,,1000000,-5000000,-5000000,5446000,-3422000,15000,97471000,125783000,250958000,-70438000,136923000,3453000,295690000,-1422000,189230000,422059000,555253000,274639000,-141557000,38377000,
"Macedonia, FYR",MKD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000000,9490000,11210000,15740000,150482085.6,88406156.42,215056603.2,447131666.4,105574579.4,117759613.2,323027158.5,145329601.5,427444589.3,733466879,611688378.6,259530321.5,300734840.7,495096924.8,282676632,
Mali,MLI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-600000,3400000,600000,-150000,2613001.826,2573754.877,3052755.441,-886305.3669,3060000,2366532.81,3680103.98,1521577.864,3149060.495,10069648.42,2893628.249,-8374099.229,-5989287.911,7050570.953,6363470.804,5729716.324,1205216.85,-21874496.99,4061271.097,17416999.67,111429781.4,44793062.54,62986001.56,8868521.506,2178011.841,82439544.84,121731667.8,243804700.2,132260768.2,101002336.4,174876912,16959586.42,-50072320.62,100318161.6,102764525.3,26928364.17,556147296.1,310463501.4,
Malta,MLT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,11544861.49,4455199.054,5151890.396,10636044.11,15853077.53,14113136.42,18469880.92,21536997.85,16179875.63,26633728.41,39048273.85,20866569.26,24511551.51,26245343.39,18970276.35,21883369.28,19392652.98,40803167.53,51651039.84,45794392.52,76982451.26,39542418.76,56441543.4,151693045.3,129193330.6,293183485.2,82267806.51,283173773.3,857406992.7,601037569.6,240121714.2,-429922333.3,1006985513,395214249.9,693199530.2,1781163849,838849237.4,1055756272,889451028.5,1042239228,647106169.4,599290811.5,
Myanmar,MMR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,50000,280000,30000,1020000,3310000,,60000,,,380000,,,-420000,780000,,140000,-1540000,,7890413.28,162787693.2,240411146.6,173339723.7,105745339,126910312.1,279922221.9,313412874.3,390813529.1,317833772.6,255617520.2,258266429.4,210318105.3,152084506.4,251452483.2,213548494.2,234904379,275812653,709922015.3,863880447.3,1078972201,901133534.9,1000557266,2242980000,
Montenegro,MNE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937515441.4,975105642.3,1549312935,758407499.5,556257883.1,618367296,
Mongolia,MNG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,140000,,,,,11120000,2000000,7700000,6900000,9800000,15900000,25000000,18900000,30400000,53700000,43000000,77794000,131500000,92900000,184600000,343980000,372754400,844697949.5,623609218.2,1691421732,4714590859,4451772354,
Northern Mariana Islands,MNP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,2630000,6250000,16700000,21600000,6140000,14960000,95130000,,6552000,7377000,1562000,807000,1000000,596000,4596000,14608000,2534000,-465000,1504000,430000,-1206000,4272000,-3771000,-7939000,33864000,7714000,10038000,64000,14764000,-1143000,4561666.667,
Mozambique,MOZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,300000,30000,5500000,4020000,2000000,6670000,-12640000,,2000000,2430000,4360000,370000,1930000,2470000,-2920000,330000,1500000,6200000,4500000,3400000,9200000,22500000,25300000,32000000,35000000,45000000,72500000,64400000,212700000,381700000,139200000,255416251,347584940,336698815,244703873.4,122413755.6,185376653.3,416689348.4,559119391.3,899291141.6,1258161877,2846255302,5238320035,
Mauritania,MRT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,800000,4040000,2110000,9850000,3620000,-122702517.7,1554786.8,4123975.176,2859463.851,63234733.34,27094083.33,12444137.69,14970300.85,1368321.829,8526200.303,6979308.556,4490756.303,1678435.265,1926632.932,3467748.733,6736220.521,2269792.037,7549402.913,16091938.17,2079708.679,6989378.508,-435540,-3329920,132643.0002,15119460,40096000,76700000,67400000,101893331,391600000,814100000,154601638.1,139372822.3,342770662,-3072044.396,130528391.3,588561031.3,1204368316,
Mauritius,MUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,1600000,1300000,1560000,1020000,3610000,3900000,3142995.05,2270213.413,4380787.812,1743787.427,1171220.51,671400.6631,1747520.131,1623071.535,4927417.212,7965040.165,7425912.598,17160761.13,23739137.39,35803826.51,41040223.9,17377628.54,14714189.72,14732526.73,19988456.06,18692860.96,36661330.28,55277851.54,12170393.85,49353190.64,265641239.4,-27675565.71,32073116.08,62630665.28,13894736.4,41776995.78,106758059.1,340763853.7,377724738.1,256680711.8,429958030.7,273392322.2,360931780.4,
Malawi,MWI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,8600000,9600000,10100000,7700000,22700000,22110000,9700000,5537539.587,9125979.115,-1224173.136,9481641.542,1116945.186,6000000,2553705.855,27290000,523530.7692,-2930000,90549.2605,17440000,9290000,23300000,-28700000,-7100000,8000000,24992617.89,5643045.579,15797661.13,14868714.36,12104230.4,58528206.28,25999996.36,19299991.09,5899999.359,83151292.6,129706673,139696707.4,35561531.63,124388838.7,195424461.1,49130854.84,97010028.45,128810738.2,129492664.7,
Malaysia,MYS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,94000000,100000000,114000000,172000000,570819254.6,350491202.9,381259652.1,405885818.5,499991005,573467421.8,933903976.3,1264688331,1397196045,1260527733,797476861.3,694712466.2,488874111,422679710,719418050.4,1667871569,2332455289,3998448522,5183358086,5005642760,4341800916,4178239335,5078414948,5136514576,2163401816,3895263158,3787631579,553947368.4,3203421053,2473157895,4624210526,3924786635,7690731246,9071369835,7572512432,114664434.6,10885613792,15119371105,9733616207,
Namibia,NAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,9000000,-170000,-1510000,-480000,29567264.72,120449858.1,118232231.8,55267528.17,97977966.46,153015438,128693897.3,90972979.01,96232390.37,1592530.1,118862678.4,36137622.27,51232316.67,33258076.2,88203578.82,392758629.4,609774001.2,669795195.4,749771643.8,549806151.3,686289138.9,968867335,357492171.1,
New Caledonia,NCL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,10000,9570000,,410000,3333.3333,3193333.333,3193333.333,3326666.667,2000000,1202222.222,2130000,120000,2840000,110000,140000,1150740.741,860000,8290000,31350000,3300000,-200000,20000000,40000,710000,-860000,10000000,20000,4460000,-40626074.95,103041244.2,59055445.66,116048161.9,27480195.73,-6738759.001,749088411.7,417453934.4,1746381957,1182295528,1862555988,1745036974,1587780303,
Niger,NER,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,2720000,-5300000,900000,1000000,6908881.395,22555805.05,9889077.682,12850065.24,42657877.31,46788844.8,49119755.01,-6112652.711,28216139.91,1215012.508,1446367.682,-9382033.129,17597158.86,14816832.82,6906202.119,761735.6677,40813210.12,15157374.27,56390110.91,-34351290.4,-11258910.54,7188242.642,9873865.71,18171246.43,-1023812.498,276108.8837,8437078.897,22895113.75,2404631.802,14912242.46,26326708.16,49733809.25,40274236.62,98942805.39,281935056.4,631278387,795859656,1065789864,793354975.9,
Nigeria,NGA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,205000000,286000000,305000000,373000000,257000000,470120000,339000000,440514242.5,210933271.4,309598869.2,-738870004.4,542327289.1,430611256.5,364434580.2,189164784.9,485581320.9,193214907.5,610552091.5,378667097.7,1884249739,587882970.6,712373362.5,896641282.5,1345368587,1959219858,1079271551,1593459222,1539445718,1051326217,1004916719,1140137660,1190632024,1874042130,2005390033,1874033035,4982533943,4854416867,6034971231,8196606673,8554840769,6048560266,8841952775,7101031884,
Nicaragua,NIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,15000000,13300000,10000000,13200000,13800000,10900000,12900000,10000000,7000000,2800000,12533333.33,-30000,9966666.667,100000,7444444.444,-10000,60000,2410000,-90000,2800000,670000,42000000,15000000,38800000,46700000,88900000,120000000,203400000,218200000,337300000,266500000,150200000,203900000,201300000,250000000,241100000,286800000,381700000,626100000,434200000,508000000,967900000,804600000,
Netherlands,NLD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,632596684.6,752897735.5,754553458.3,1118995448,1103114454,1232377357,581098299.1,605297449.1,1082145423,1715155179,2278377890,1799058373,1227497018,1357995934,1716938277,1504626364,3129068298,3029037167,4781352996,8559308808,10675649733,5623819475,6186517513,6380304064,7126515355,12206170579,16604370594,11033361090,37618898706,41167755932,63118802016,51979626672,25457149405,20440751399,4378639328,44361220635,20145260787,1.27E+11,11330712482,34271244591,-7665079047,20278529813,6684355657,
Norway,NOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,64000000,94000000,121000000,209000000,346000000,219677309.8,371391272.3,768296209.7,489814167.6,401356278.2,59815997.65,671834823.5,442014474.4,328326744.9,-180453470.8,-426467505.7,1017367168,186764620.5,279336284,1519335828,1003127861,-397605982.8,-668114803,991524094.7,2736393920,2392766980,3179027080,3886051614,4353858045,6775943655,6961693056,2103858889,656954092.9,3549766423,2543976753,10529613555,12110627651,25453237724,23901506606,7482324092,20398921411,13022330356,22951127506,
Nepal,NPL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,30000,-10000,250000,,-40000,,410000,300000,300000,-230000,-30000,-600000,950000,650000,1170000,1390000,680000,420000,5940000,2220000,,,,,19160171.09,23056467.77,12024659.9,4350000,-484827,20850000,-5952541.127,14778085.61,-417346.3839,2451784.707,-6647983.904,5741706.053,995123.9307,38176181.11,87799641.89,94022274.7,91996289.68,
New Zealand,NZL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,146000000,110000000,126691200,207651305.8,251606581.9,138170134,277642663.4,154322238.2,273738238.1,350535640.3,178240115.7,274605379.1,327618472.3,174927188.3,1262834208,1265521830,1213713076,1284125983,1717396757,1627085450,1735087581,1289798131,1934131391,2395941412,2496120602,3316447778,2337643247,2466580757,1283024499,1145708993,3840546921,-299061278.8,1481020349,2266636953,2340482422,1696406252,5257085481,1860569105,4492519598,-302106016.2,501819829.7,4063971095,2209082993,
Oman,OMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,3020000,-270000,1710000,1486666.667,-61088593.11,106253619.3,81354951.02,48060220.17,86276780.79,117544875.8,98436595.54,62536190.11,182107701.7,154603358.9,158078735.6,161264639,140320778.7,34850455.14,91807542.26,112353706.1,142262678.8,135240572.2,104291287.4,142002601.7,76462939.88,46293889.07,60600000,64500000,102000000,40100000,82000000,5201560.468,109232769.8,24967490.25,111053316,1538361508,1596098830,3332119636,2951885566,1509232770,1141742523,788036410.9,1513654096,
Pakistan,PAK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,23000000,1000000,17000000,-4000000,4000000,25000000,8220530.168,15223204.01,32273192.51,58254127.36,63632992.78,108084748.5,63833091.62,29457026.66,55510169.71,131389252.2,105730331.8,129377643.6,186491557.3,210599917.1,245262963.5,258414487,336479857.1,348556957.8,421024638.5,722631560.7,921976182.5,716253125.4,506000000,532000000,308000000,383000000,823000000,534000000,1118000000,2201000000,4273000000,5590000000,5438000000,2338000000,2018000000,1308770000,853680000,
Panama,PAN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,10900000.01,-2500000.003,49800000.05,218500000.2,303200000.3,366600000.4,79400000.08,-135500000.1,67300000,20300000,-556500000,-595100000,51500000,135500000,108500000,144500000,169600000,401500000,223000000,415500000,1299300000,1203100000,755600000,623900000,467100000,98600000,817500000,1019100000,1104400000,2936300000,2023400000,2534000000,1085500000,2194600000,3223100000,3383000000,
Peru,PER,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,-13960000,-3220000,60313000,95630000,62372000,81105000,71889000,54100000,25000000,71000000,26900000,125000000,48000000,38000000,-89000000,1000000,22000000,32000000,26000000,59000000,41000000,-7000000,-79000000,760588959.2,3289186723,2556981500,3471149000,2139260000,1643949120,1940008800,809696760,1144260000,2155836815,1335007073,1599038389,2578719365,3466531061,5490961307,6923651285,6430652961,8454627588,8232636979,12244224090,
Philippines,PHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,-1040000,21590000,4100000,59300000,130740000,114000000,153500000,210000000,101000000,7000000,-106000000,172000000,16000000,105000000,9000000,12000000,127000000,307000000,936000000,563000000,530000000,544000000,228000000,1238000000,1591000000,1478000000,1517000000,1222000000,2287000000,1247000000,2240000000,195000000,1542000000,491000000,688000000,1664000000,2707000000,3245000000,1436000000,2712000000,1635000000,1816000000,2797000000,
Palau,PLW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,1000000,1000000,1000000,,,-210000,-3780000,81220000,-1530000,6150000,14910000,10760000,1240000,1560000,180000,870000,1187000,3513000,5997000,794000,6723000,6233000,4583333.333,
Papua New Guinea,PNG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,129650000,47490000,85880000,111900000,72690000,-2230000,20830132.15,19802242.97,38906963.65,44202748.93,75523630.69,86179343.01,85888142.9,138866933.6,115687425.6,83349062.31,90804634.29,93178868.69,153493786.4,203390734.4,155413498.3,116718887.9,104299700.9,61950797.72,56950397.66,454568860.1,111294012.9,28575266.32,109626019.5,296492684.4,95931144.21,62540527,18278809.76,117666772.8,30503887.26,31818696.74,11777272.97,94558953.92,-30591591.76,418816685.9,28720688.24,-309198345,28795623.07,
Poland,POL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,6000000,5000000,25000000,30000000,10000000,18000000,14000000,16000000,28000000,15000000,16000000,12000000,15000000,11000000,89000000,291000000,678000000,1715000000,1875000000,3659000000,4498000000,4908000000,6365000000,7270000000,9343000000,5714000000,4131000000,4589000000,12716000000,11051000000,21518000000,25573000000,15031000000,14388000000,17074000000,17357000000,6701000000,
Puerto Rico,PRI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",PRK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,313396.117,3140000,950000,629010000,-60790000,133770000,1920000,8490000,-660000,-10000,1840000,307370000,30660000,-14880000,3420000,-3830000,-16390000,158220000,196890000,50240000,-104620000,66730000,43800000,1970000,37656666.67,56000000,79000000,
Portugal,PRT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,28900000,56000000,73000000,95000000,106000000,115351290.5,62999101.2,57914757.95,65993577.46,78304050.82,156950738.2,174486586.1,144033051.6,146837896.8,198221489.4,274036105.2,238151215.9,465868832.5,921583433.4,1736891397,2609986421,2448454131,1873428553,1533880551,1269714976,684572213.8,1346933845,2356609508,3004311817,1167568547,6681615748,6173803044,1754821994,7254867766,1660654223,4427915723,12642146716,5984293836,7518979341,5319202736,6187057515,11878396627,13377449646,
Paraguay,PRY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,4752000,7100000,3481000,9200000,23656000,24400000,22000000,21700000,24600000,50200000,31700000,31900000,36600000,4900000,5200000,700000,600000,5300000,8400000,12800000,76900000,86100000,117500000,75000000,137100000,103200000,149400000,235800000,341900000,94500000,104100000,84200000,10000000,27400000,37679000,7300000,187800000,105000000,260900000,49100000,355900000,134366666.7,363100000,
French Polynesia,PYF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10930935.86,58213238.5,6420023.009,7818937.09,30649550.54,58249411.64,13884190.29,21843717.56,115046879.6,126189006.4,87401515.15,
